query_idx,query_gt_id,doc_id,rank,distance,is_gt,is_rank_1
145,25186850,778b0cb3-9427-4111-91c2-e4f03dcfc961,1,0.0,1,1
145,25186850,ae3ba049-c319-4778-bade-9619167b7e56,2,0.16429638862609863,0,0
145,25186850,2550de6f-f19b-462f-9e19-1a40b9284838,3,0.16929185390472412,0,0
145,25186850,8b8b9cf2-9170-4a36-922f-d8bf3bb3355c,4,0.2126387357711792,0,0
145,25186850,a6e32099-0a3f-4428-9ab9-b7397be63fd8,5,0.22359877824783325,0,0
145,25186850,43e36651-a85d-4754-bf93-33348e0dfc80,6,0.2329607605934143,0,0
145,25186850,1b631b81-6a8f-48f1-a29f-1ac2cd747ac1,7,0.24581527709960938,0,0
145,25186850,bcb12599-4fc3-4423-8b60-987ef5ac488e,8,0.2522169351577759,0,0
145,25186850,f663d1b7-aabd-4653-94e4-b23db06aa3fd,9,0.258614182472229,0,0
145,25186850,698c052b-33ca-41d6-b967-921f942a05b0,10,0.2634103298187256,0,0
145,25186850,4fefe8f4-3593-468f-903c-2837406a3803,11,0.26520204544067383,0,0
145,25186850,0c2445d8-6cbc-4bfc-a146-42470c4fade9,12,0.2754342555999756,0,0
145,25186850,83b466c4-e867-4f66-a518-19c1ba02d31e,13,0.275446355342865,0,0
145,25186850,f920141b-0ab9-4a7a-b76f-e7ebc1512a0b,14,0.27546751499176025,0,0
145,25186850,b515358f-3d66-483e-aff1-52c1c9ef78e7,15,0.27686524391174316,0,0
145,25186850,700f7503-1ecb-42ef-ba9d-b2db63d7b887,16,0.2803291082382202,0,0
145,25186850,605f30df-3482-4adb-8821-dd386f7f5190,17,0.29049456119537354,0,0
145,25186850,0cf4a84e-14ef-451b-9591-aec83e65b3d2,18,0.290724515914917,0,0
145,25186850,2f8a2aa2-826c-4398-a5c7-588de2405ced,19,0.29664134979248047,0,0
145,25186850,cdaab31d-53b0-43c6-ab6f-f0aa022eca8d,20,0.3002423048019409,0,0
145,25186850,c4245af9-0b63-4921-831b-597a6efa3e5f,21,0.30035459995269775,0,0
145,25186850,15edf5b0-d4f9-4999-8698-aadb79a0f8f1,22,0.30223792791366577,0,0
145,25186850,91266c1f-7c0f-40d1-afa2-a829857f3d56,23,0.30235201120376587,0,0
145,25186850,ddde1d7e-8f92-4e99-885a-fc5f93df93d9,24,0.30383390188217163,0,0
145,25186850,5acd6623-98f0-454c-8349-ed543f3de567,25,0.30485010147094727,0,0
145,25186850,11f11368-30c0-41e4-954a-1fa623032f12,26,0.30532968044281006,0,0
145,25186850,d0a05e38-1307-4507-b246-8e5ad00c6a6b,27,0.30560219287872314,0,0
145,25186850,fde924ae-3bac-4a95-a5f7-ff183d1ac48a,28,0.30584824085235596,0,0
145,25186850,ce8e33c0-6a3d-4caf-bd75-ac16853bb10e,29,0.30588364601135254,0,0
145,25186850,978cf3e6-ddd7-49aa-aecf-cd00c0860aba,30,0.30836403369903564,0,0
145,25186850,3f86a378-6285-4c87-8969-29f6f7c271bc,31,0.3085663914680481,0,0
145,25186850,6cb8831f-469e-4364-91c3-bdc98f9d38aa,32,0.30936604738235474,0,0
145,25186850,cbc331b8-9bf6-4bab-a8bf-d799b26a3087,33,0.30963724851608276,0,0
145,25186850,9cb67321-b6dd-4274-92b5-51047b781f3c,34,0.3105335235595703,0,0
145,25186850,5d793f72-27f2-45da-a8dd-4735c20a17c9,35,0.31086528301239014,0,0
145,25186850,6a50538c-100f-4042-8ff5-3413cbe28497,36,0.31119590997695923,0,0
145,25186850,94756b67-378f-4c22-9926-0b375f82b143,37,0.31120383739471436,0,0
145,25186850,cad82154-6f47-4bd9-bd02-2ab21f442a52,38,0.3125399351119995,0,0
145,25186850,9d179fe4-b020-4263-928d-082220195e1e,39,0.3167670965194702,0,0
145,25186850,0165f1d8-5422-4567-bd79-c4ee67a5569a,40,0.31954675912857056,0,0
145,25186850,67d6b1d3-95aa-444d-a90b-745e4abd1fbc,41,0.31970155239105225,0,0
145,25186850,25a7fa5d-688b-48e9-ae18-549e2fdae2ae,42,0.3210713863372803,0,0
145,25186850,caf6fd03-7a1c-46de-b04e-029a8e156422,43,0.3213590979576111,0,0
145,25186850,ccd495ff-841e-4299-8775-35d8a7a5946c,44,0.32313549518585205,0,0
145,25186850,6d5cb750-f2b7-4e4e-82aa-ddecfa3ec895,45,0.3263585567474365,0,0
145,25186850,cc2d8266-f026-4480-b117-cb9b7d1cb592,46,0.32701778411865234,0,0
145,25186850,b711e21a-bc14-4270-8746-65a38ff3749c,47,0.3293446898460388,0,0
145,25186850,27965721-22a8-4f4f-92b6-19f10589ab68,48,0.33040380477905273,0,0
145,25186850,d49feb85-b612-4333-a0fb-bced14445ba3,49,0.3308964967727661,0,0
145,25186850,3cb932db-e8e2-423f-afd1-3ebe69df7c03,50,0.33348870277404785,0,0
145,25186850,25a54699-6bf4-4295-b4b1-d2ac13d17c8e,51,0.33390504121780396,0,0
