score,n_docs,mean_dist,median_dist,improvement_vs_01
0.1,831363,0.8700727228538394,0.8830778747797012,0.0
0.2,121608,0.8281327587444897,0.8449084907770157,0.04193996410934975
0.4,38108,0.7664070399916086,0.7841267883777618,0.10366568286223077
0.6,8739,0.5915101667086972,0.5993654131889343,0.27856255614514225
0.8,1950,0.39573310582564236,0.3424580693244934,0.47433961702819705
1.0,2021,0.331503662432349,0.287401020526886,0.5385690604214903
