method,median,mean,pct_negative,pct_positive,pct_sig_p05,expected_sign
Spearman r (score vs dist_to_gt),-0.16611132212662014,-0.17552744843442752,99.49748743718592,0.5025125628140703,99.49748743718592,negative
Pearson r (score vs dist_to_gt),-0.3912399765848733,-0.3801198004656393,99.49748743718592,0.5025125628140703,99.49748743718592,negative
Kendall τ-b (score vs dist_to_gt),-0.13373304162653854,-0.14166419963481705,99.49748743718592,0.5025125628140703,99.49748743718592,negative
Point-biserial r (score vs is_gt),0.14606152984578288,0.1526993824158946,0.5025125628140703,99.49748743718592,99.49748743718592,positive
